SpecimenID	SpectrumID	Spectro	SpeShort	Wing	Side	Spot	SpecimenID.MEB	SpecimenID.ADN	Tribe	Tip.Label	New.TipLabel	Genus	species	mimicry.ring
21469	21469_HYPOTHEU_FW_V_v3_1811346U1	1811346U1	HYPOTHEU	FW	V	s3	21642		Ithomiini	Hypomenitis_theudelinda_zalmunna	Hypomenitis_theudelinda_zalmunna	Hypomenitis	theudelinda	theudelinda
21469	21469_HYPOTHEU_FW_V_v4_1811346U1	1811346U1	HYPOTHEU	FW	V	s4	21642		Ithomiini	Hypomenitis_theudelinda_zalmunna	Hypomenitis_theudelinda_zalmunna	Hypomenitis	theudelinda	theudelinda
21469	21469_HYPOTHEU_FW_V_v5_1811346U1	1811346U1	HYPOTHEU	FW	V	s5	21642		Ithomiini	Hypomenitis_theudelinda_zalmunna	Hypomenitis_theudelinda_zalmunna	Hypomenitis	theudelinda	theudelinda
21535	21535_HYPOONEI_FW_V_v1_1811346U1	1811346U1	HYPOONEI	FW	V	s1	21245		Ithomiini	Hypomenitis_oneidodes	Hypomenitis_oneidodes	Hypomenitis	oneidodes	theudelinda
21535	21535_HYPOONEI_FW_V_v2_1811346U1	1811346U1	HYPOONEI	FW	V	s2	21245		Ithomiini	Hypomenitis_oneidodes	Hypomenitis_oneidodes	Hypomenitis	oneidodes	theudelinda
21535	21535_HYPOONEI_FW_V_v3_1811346U1	1811346U1	HYPOONEI	FW	V	s3	21245		Ithomiini	Hypomenitis_oneidodes	Hypomenitis_oneidodes	Hypomenitis	oneidodes	theudelinda
21535	21535_HYPOONEI_FW_V_v4_1811346U1	1811346U1	HYPOONEI	FW	V	s4	21245		Ithomiini	Hypomenitis_oneidodes	Hypomenitis_oneidodes	Hypomenitis	oneidodes	theudelinda
21535	21535_HYPOONEI_FW_V_v5_1811346U1	1811346U1	HYPOONEI	FW	V	s5	21245		Ithomiini	Hypomenitis_oneidodes	Hypomenitis_oneidodes	Hypomenitis	oneidodes	theudelinda
21541	21541_HYALPARA_FW_V_v1_1811346U1	1811346U1	HYALPARA	FW	V	s1	21641		Ithomiini	Hyalenna_paradoxa_praestigiosa	Hyalenna_paradoxa_praestigiosa	Hyalenna	paradoxa	panthyale
21541	21541_HYALPARA_FW_V_v2_1811346U1	1811346U1	HYALPARA	FW	V	s2	21641		Ithomiini	Hyalenna_paradoxa_praestigiosa	Hyalenna_paradoxa_praestigiosa	Hyalenna	paradoxa	panthyale
21541	21541_HYALPARA_FW_V_v3_1811346U1	1811346U1	HYALPARA	FW	V	s3	21641		Ithomiini	Hyalenna_paradoxa_praestigiosa	Hyalenna_paradoxa_praestigiosa	Hyalenna	paradoxa	panthyale
21541	21541_HYALPARA_FW_V_v4_1811346U1	1811346U1	HYALPARA	FW	V	s4	21641		Ithomiini	Hyalenna_paradoxa_praestigiosa	Hyalenna_paradoxa_praestigiosa	Hyalenna	paradoxa	panthyale
21541	21541_HYALPARA_FW_V_v5_1811346U1	1811346U1	HYALPARA	FW	V	s5	21641		Ithomiini	Hyalenna_paradoxa_praestigiosa	Hyalenna_paradoxa_praestigiosa	Hyalenna	paradoxa	panthyale
CP17-10	CP17-10_PARIHAHN_FW_V_v1_1811346U1	1811346U1	PARIHAHN	FW	V	s1	CP17-10			Parides_iphidamas	Parides_hahneli	Parides	hahneli	confusa
CP17-10	CP17-10_PARIHAHN_FW_V_v2_1811346U1	1811346U1	PARIHAHN	FW	V	s2	CP17-10			Parides_iphidamas	Parides_hahneli	Parides	hahneli	confusa
CP17-10	CP17-10_PARIHAHN_FW_V_v3_1811346U1	1811346U1	PARIHAHN	FW	V	s3	CP17-10			Parides_iphidamas	Parides_hahneli	Parides	hahneli	confusa
CP17-10	CP17-10_PARIHAHN_FW_V_v4_1811346U1	1811346U1	PARIHAHN	FW	V	s4	CP17-10			Parides_iphidamas	Parides_hahneli	Parides	hahneli	confusa
CP17-10	CP17-10_PARIHAHN_FW_V_v5_1811346U1	1811346U1	PARIHAHN	FW	V	s5	CP17-10			Parides_iphidamas	Parides_hahneli	Parides	hahneli	confusa
CP17-3	CP17-3_ITHOAGNO_FW_V_v1_1811346U1	1811346U1	ITHOAGNO	FW	V	s1	DG18-012		Ithomiini	Ithomia_agnosia_agnosia	Ithomia_agnosia_agnosia	Ithomia	agnosia	agnosia
CP17-3	CP17-3_ITHOAGNO_FW_V_v2_1811346U1	1811346U1	ITHOAGNO	FW	V	s2	DG18-012		Ithomiini	Ithomia_agnosia_agnosia	Ithomia_agnosia_agnosia	Ithomia	agnosia	agnosia
CP17-3	CP17-3_ITHOAGNO_FW_V_v3_1811346U1	1811346U1	ITHOAGNO	FW	V	s3	DG18-012		Ithomiini	Ithomia_agnosia_agnosia	Ithomia_agnosia_agnosia	Ithomia	agnosia	agnosia
CP17-3	CP17-3_ITHOAGNO_FW_V_v4_1811346U1	1811346U1	ITHOAGNO	FW	V	s4	DG18-012		Ithomiini	Ithomia_agnosia_agnosia	Ithomia_agnosia_agnosia	Ithomia	agnosia	agnosia
CP17-3	CP17-3_ITHOAGNO_FW_V_v5_1811346U1	1811346U1	ITHOAGNO	FW	V	s5	DG18-012		Ithomiini	Ithomia_agnosia_agnosia	Ithomia_agnosia_agnosia	Ithomia	agnosia	agnosia
DG16-051	DG16-051_MCCLCYNO_FW_V_v1_1811346U1	1811346U1	MCCLCYNO	FW	V	s1	DG16-049		Ithomiini	Mcclungia_cymo	Mcclungia_cymo	Mcclungia	cymo	eurimedia
DG16-051	DG16-051_MCCLCYNO_FW_V_v2_1811346U1	1811346U1	MCCLCYNO	FW	V	s2	DG16-049		Ithomiini	Mcclungia_cymo	Mcclungia_cymo	Mcclungia	cymo	eurimedia
DG16-051	DG16-051_MCCLCYNO_FW_V_v3_1811346U1	1811346U1	MCCLCYNO	FW	V	s3	DG16-049		Ithomiini	Mcclungia_cymo	Mcclungia_cymo	Mcclungia	cymo	eurimedia
DG16-051	DG16-051_MCCLCYNO_FW_V_v4_1811346U1	1811346U1	MCCLCYNO	FW	V	s4	DG16-049		Ithomiini	Mcclungia_cymo	Mcclungia_cymo	Mcclungia	cymo	eurimedia
DG16-051	DG16-051_MCCLCYNO_FW_V_v5_1811346U1	1811346U1	MCCLCYNO	FW	V	s5	DG16-049		Ithomiini	Mcclungia_cymo	Mcclungia_cymo	Mcclungia	cymo	eurimedia
LS11-1414	LS11-1414_PATIORIS_FW_V_v1_1811346U1	1811346U1	PATIORIS	FW	V	s1	LS11-1414	TR17-2		Patia_orise	Patia_orise	Patia	orise	confusa
LS11-1414	LS11-1414_PATIORIS_FW_V_v2_1811346U1	1811346U1	PATIORIS	FW	V	s2	LS11-1414	TR17-2		Patia_orise	Patia_orise	Patia	orise	confusa
LS11-1414	LS11-1414_PATIORIS_FW_V_v3_1811346U1	1811346U1	PATIORIS	FW	V	s3	LS11-1414	TR17-2		Patia_orise	Patia_orise	Patia	orise	confusa
LS11-1414	LS11-1414_PATIORIS_FW_V_v4_1811346U1	1811346U1	PATIORIS	FW	V	s4	LS11-1414	TR17-2		Patia_orise	Patia_orise	Patia	orise	confusa
LS11-1414	LS11-1414_PATIORIS_FW_V_v5_1811346U1	1811346U1	PATIORIS	FW	V	s5	LS11-1414	TR17-2		Patia_orise	Patia_orise	Patia	orise	confusa
LS11-1860	LS11-1860_LYCOILIO_FW_V_v1_1811346U1	1811346U1	LYCOILIO	FW	V	s1	11-1000	LS11-1860		Lycorea_ilione	Lycorea_ilione	Lycorea	ilione	confusa
LS11-1860	LS11-1860_LYCOILIO_FW_V_v2_1811346U1	1811346U1	LYCOILIO	FW	V	s2	11-1000	LS11-1860		Lycorea_ilione	Lycorea_ilione	Lycorea	ilione	confusa
LS11-1860	LS11-1860_LYCOILIO_FW_V_v3_1811346U1	1811346U1	LYCOILIO	FW	V	s3	11-1000	LS11-1860		Lycorea_ilione	Lycorea_ilione	Lycorea	ilione	confusa
LS11-1860	LS11-1860_LYCOILIO_FW_V_v4_1811346U1	1811346U1	LYCOILIO	FW	V	s4	11-1000	LS11-1860		Lycorea_ilione	Lycorea_ilione	Lycorea	ilione	confusa
LS11-1860	LS11-1860_LYCOILIO_FW_V_v5_1811346U1	1811346U1	LYCOILIO	FW	V	s5	11-1000	LS11-1860		Lycorea_ilione	Lycorea_ilione	Lycorea	ilione	confusa
LS11-2240	LS11-2240_DISMTHEU_FW_V_v1_1811346U1	1811346U1	DISMTHEU	FW	V	s1	ME10-375	LS11-2240		LS11_2240_DISTH	Dismorphia_theucharila_yolanda	Dismorphia	theucharila	banjana-m
LS11-2240	LS11-2240_DISMTHEU_FW_V_v2_1811346U1	1811346U1	DISMTHEU	FW	V	s2	ME10-375	LS11-2240		LS11_2240_DISTH	Dismorphia_theucharila_yolanda	Dismorphia	theucharila	banjana-m
LS11-2240	LS11-2240_DISMTHEU_FW_V_v3_1811346U1	1811346U1	DISMTHEU	FW	V	s3	ME10-375	LS11-2240		LS11_2240_DISTH	Dismorphia_theucharila_yolanda	Dismorphia	theucharila	banjana-m
LS11-2240	LS11-2240_DISMTHEU_FW_V_v4_1811346U1	1811346U1	DISMTHEU	FW	V	s4	ME10-375	LS11-2240		LS11_2240_DISTH	Dismorphia_theucharila_yolanda	Dismorphia	theucharila	banjana-m
LS11-2240	LS11-2240_DISMTHEU_FW_V_v5_1811346U1	1811346U1	DISMTHEU	FW	V	s5	ME10-375	LS11-2240		LS11_2240_DISTH	Dismorphia_theucharila_yolanda	Dismorphia	theucharila	banjana-m
LS11-2399	LS11-2399_MOSCPINT_FW_V_v1_1811346U1	1811346U1	MOSCPINT	FW	V	s1	TR17-3	TR17-3		TR17_3_MOSCPINT	Moschoneura_pinthous	Moschoneura	pinthous	eurimedia
LS11-2399	LS11-2399_MOSCPINT_FW_V_v2_1811346U1	1811346U1	MOSCPINT	FW	V	s2	TR17-3	TR17-3		TR17_3_MOSCPINT	Moschoneura_pinthous	Moschoneura	pinthous	eurimedia
LS11-2399	LS11-2399_MOSCPINT_FW_V_v3_1811346U1	1811346U1	MOSCPINT	FW	V	s3	TR17-3	TR17-3		TR17_3_MOSCPINT	Moschoneura_pinthous	Moschoneura	pinthous	eurimedia
LS11-2399	LS11-2399_MOSCPINT_FW_V_v4_1811346U1	1811346U1	MOSCPINT	FW	V	s4	TR17-3	TR17-3		TR17_3_MOSCPINT	Moschoneura_pinthous	Moschoneura	pinthous	eurimedia
LS11-2399	LS11-2399_MOSCPINT_FW_V_v5_1811346U1	1811346U1	MOSCPINT	FW	V	s5	TR17-3	TR17-3		TR17_3_MOSCPINT	Moschoneura_pinthous	Moschoneura	pinthous	eurimedia
LS11-2414	LS11-2414_LERIDA_FW_V_v1_1811346U1	1811346U1	LERIDA	FW	V	s1	LS11-2414	LS11-2414		LS11_2414_ERES1	Vila_sp	Vila	sp ?	lerida
LS11-2414	LS11-2414_LERIDA_FW_V_v2_1811346U1	1811346U1	LERIDA	FW	V	s2	LS11-2414	LS11-2414		LS11_2414_ERES1	Vila_sp	Vila	sp ?	lerida
LS11-2414	LS11-2414_LERIDA_FW_V_v3_1811346U1	1811346U1	LERIDA	FW	V	s3	LS11-2414	LS11-2414		LS11_2414_ERES1	Vila_sp	Vila	sp ?	lerida
LS11-2414	LS11-2414_LERIDA_FW_V_v4_1811346U1	1811346U1	LERIDA	FW	V	s4	LS11-2414	LS11-2414		LS11_2414_ERES1	Vila_sp	Vila	sp ?	lerida
LS11-2414	LS11-2414_LERIDA_FW_V_v5_1811346U1	1811346U1	LERIDA	FW	V	s5	LS11-2414	LS11-2414		LS11_2414_ERES1	Vila_sp	Vila	sp ?	lerida
ME10-17	ME10-17_VELAPARD_FW_V_v1_1811346U1	1811346U1	VELAPARD	FW	V	s1	ME10-17		Ithomiini	Veladyris_pardalis	Veladyris_pardalis	Veladyris	pardalis	theudelinda
ME10-17	ME10-17_VELAPARD_FW_V_v2_1811346U1	1811346U1	VELAPARD	FW	V	s2	ME10-17		Ithomiini	Veladyris_pardalis	Veladyris_pardalis	Veladyris	pardalis	theudelinda
ME10-17	ME10-17_VELAPARD_FW_V_v3_1811346U1	1811346U1	VELAPARD	FW	V	s3	ME10-17		Ithomiini	Veladyris_pardalis	Veladyris_pardalis	Veladyris	pardalis	theudelinda
ME10-17	ME10-17_VELAPARD_FW_V_v4_1811346U1	1811346U1	VELAPARD	FW	V	s4	ME10-17		Ithomiini	Veladyris_pardalis	Veladyris_pardalis	Veladyris	pardalis	theudelinda
ME10-17	ME10-17_VELAPARD_FW_V_v5_1811346U1	1811346U1	VELAPARD	FW	V	s5	ME10-17		Ithomiini	Veladyris_pardalis	Veladyris_pardalis	Veladyris	pardalis	theudelinda
ME10-292	ME10-292_ERESNAUP_FW_V_v1_1811346U1	1811346U1	ERESNAUP	FW	V	s1	ME10-292	ME10-292		Eresia_nauplius_plagiata	Eresia_nauplius_plagiata	Eresia	nauplius	lerida
ME10-292	ME10-292_ERESNAUP_FW_V_v2_1811346U1	1811346U1	ERESNAUP	FW	V	s2	ME10-292	ME10-292		Eresia_nauplius_plagiata	Eresia_nauplius_plagiata	Eresia	nauplius	lerida
ME10-292	ME10-292_ERESNAUP_FW_V_v3_1811346U1	1811346U1	ERESNAUP	FW	V	s3	ME10-292	ME10-292		Eresia_nauplius_plagiata	Eresia_nauplius_plagiata	Eresia	nauplius	lerida
ME10-292	ME10-292_ERESNAUP_FW_V_v4_1811346U1	1811346U1	ERESNAUP	FW	V	s4	ME10-292	ME10-292		Eresia_nauplius_plagiata	Eresia_nauplius_plagiata	Eresia	nauplius	lerida
ME10-292	ME10-292_ERESNAUP_FW_V_v5_1811346U1	1811346U1	ERESNAUP	FW	V	s5	ME10-292	ME10-292		Eresia_nauplius_plagiata	Eresia_nauplius_plagiata	Eresia	nauplius	lerida
ME10-315	ME10-315_NAPEHARB_FW_V_v1_1811346U1	1811346U1	NAPEHARB	FW	V	s1	ME10-315		Ithomiini	Napeogenes_harbona	Napeogenes_harbona	Napeogenes	harbona	banjana-m
ME10-315	ME10-315_NAPEHARB_FW_V_v2_1811346U1	1811346U1	NAPEHARB	FW	V	s2	ME10-315		Ithomiini	Napeogenes_harbona	Napeogenes_harbona	Napeogenes	harbona	banjana-m
ME10-315	ME10-315_NAPEHARB_FW_V_v3_1811346U1	1811346U1	NAPEHARB	FW	V	s3	ME10-315		Ithomiini	Napeogenes_harbona	Napeogenes_harbona	Napeogenes	harbona	banjana-m
ME10-315	ME10-315_NAPEHARB_FW_V_v4_1811346U1	1811346U1	NAPEHARB	FW	V	s4	ME10-315		Ithomiini	Napeogenes_harbona	Napeogenes_harbona	Napeogenes	harbona	banjana-m
ME10-315	ME10-315_NAPEHARB_FW_V_v5_1811346U1	1811346U1	NAPEHARB	FW	V	s5	ME10-315		Ithomiini	Napeogenes_harbona	Napeogenes_harbona	Napeogenes	harbona	banjana-m
ME15-88	ME15-88_DYSSSP1_FW_V_v1_1811346U1	1811346U1	DYSSSP1	FW	V	s1	ME15-88	ME15-88		ME15_88_DYSSSP1	Dysschema_sp	Dysschema	sp.	confusa
ME15-88	ME15-88_DYSSSP1_FW_V_v2_1811346U1	1811346U1	DYSSSP1	FW	V	s2	ME15-88	ME15-88		ME15_88_DYSSSP1	Dysschema_sp	Dysschema	sp.	confusa
ME15-88	ME15-88_DYSSSP1_FW_V_v3_1811346U1	1811346U1	DYSSSP1	FW	V	s3	ME15-88	ME15-88		ME15_88_DYSSSP1	Dysschema_sp	Dysschema	sp.	confusa
ME15-88	ME15-88_DYSSSP1_FW_V_v4_1811346U1	1811346U1	DYSSSP1	FW	V	s4	ME15-88	ME15-88		ME15_88_DYSSSP1	Dysschema_sp	Dysschema	sp.	confusa
ME15-88	ME15-88_DYSSSP1_FW_V_v5_1811346U1	1811346U1	DYSSSP1	FW	V	s5	ME15-88	ME15-88		ME15_88_DYSSSP1	Dysschema_sp	Dysschema	sp.	confusa
ME16-100	ME16-100_GEO2_FW_V_v1_1811346U1	1811346U1	GEO2	FW	V	s1	ME16-100	ME16-100		ME16_100_GEO2	Geo_2		Geo2	agnosia
ME16-100	ME16-100_GEO2_FW_V_v2_1811346U1	1811346U1	GEO2	FW	V	s2	ME16-100	ME16-100		ME16_100_GEO2	Geo_2		Geo2	agnosia
ME16-100	ME16-100_GEO2_FW_V_v3_1811346U1	1811346U1	GEO2	FW	V	s3	ME16-100	ME16-100		ME16_100_GEO2	Geo_2		Geo2	agnosia
ME16-100	ME16-100_GEO2_FW_V_v4_1811346U1	1811346U1	GEO2	FW	V	s4	ME16-100	ME16-100		ME16_100_GEO2	Geo_2		Geo2	agnosia
ME16-100	ME16-100_GEO2_FW_V_v5_1811346U1	1811346U1	GEO2	FW	V	s5	ME16-100	ME16-100		ME16_100_GEO2	Geo_2		Geo2	agnosia
ME16-105	ME16-105_GEO20_FW_V_v1_1811346U1	1811346U1	GEO20	FW	V	s1	ME16-105	ME16-105		ME16_105_GEO1	Geo_12		Geo12	eurimedia
ME16-105	ME16-105_GEO20_FW_V_v2_1811346U1	1811346U1	GEO20	FW	V	s2	ME16-105	ME16-105		ME16_105_GEO1	Geo_12		Geo12	eurimedia
ME16-105	ME16-105_GEO20_FW_V_v3_1811346U1	1811346U1	GEO20	FW	V	s3	ME16-105	ME16-105		ME16_105_GEO1	Geo_12		Geo12	eurimedia
ME16-105	ME16-105_GEO20_FW_V_v4_1811346U1	1811346U1	GEO20	FW	V	s4	ME16-105	ME16-105		ME16_105_GEO1	Geo_12		Geo12	eurimedia
ME16-105	ME16-105_GEO20_FW_V_v5_1811346U1	1811346U1	GEO20	FW	V	s5	ME16-105	ME16-105		ME16_105_GEO1	Geo_12		Geo12	eurimedia
ME16-15	ME16-15_METASP1_FW_V_v1_1811346U1	1811346U1	METASP1	FW	V	s1	ME16-15	ME16-15		ME16_15_METASP1	Arctiinae_3		Arctiinae3	blue
ME16-15	ME16-15_METASP1_FW_V_v2_1811346U1	1811346U1	METASP1	FW	V	s2	ME16-15	ME16-15		ME16_15_METASP1	Arctiinae_3		Arctiinae3	blue
ME16-15	ME16-15_METASP1_FW_V_v3_1811346U1	1811346U1	METASP1	FW	V	s3	ME16-15	ME16-15		ME16_15_METASP1	Arctiinae_3		Arctiinae3	blue
ME16-15	ME16-15_METASP1_FW_V_v4_1811346U1	1811346U1	METASP1	FW	V	s4	ME16-15	ME16-15		ME16_15_METASP1	Arctiinae_3		Arctiinae3	blue
ME16-15	ME16-15_METASP1_FW_V_v5_1811346U1	1811346U1	METASP1	FW	V	s5	ME16-15	ME16-15		ME16_15_METASP1	Arctiinae_3		Arctiinae3	blue
ME16-56	ME16-56_ERESCLIO_FW_V_v1_1811346U1	1811346U1	ERESCLIO	FW	V	s1	ME16-61	ME16-56		ME16_56_ERESCLI	Eresia_clio	Eresia	clio	lerida
ME16-56	ME16-56_ERESCLIO_FW_V_v2_1811346U1	1811346U1	ERESCLIO	FW	V	s2	ME16-61	ME16-56		ME16_56_ERESCLI	Eresia_clio	Eresia	clio	lerida
ME16-56	ME16-56_ERESCLIO_FW_V_v3_1811346U1	1811346U1	ERESCLIO	FW	V	s3	ME16-61	ME16-56		ME16_56_ERESCLI	Eresia_clio	Eresia	clio	lerida
ME16-56	ME16-56_ERESCLIO_FW_V_v4_1811346U1	1811346U1	ERESCLIO	FW	V	s4	ME16-61	ME16-56		ME16_56_ERESCLI	Eresia_clio	Eresia	clio	lerida
ME16-56	ME16-56_ERESCLIO_FW_V_v5_1811346U1	1811346U1	ERESCLIO	FW	V	s5	ME16-61	ME16-56		ME16_56_ERESCLI	Eresia_clio	Eresia	clio	lerida
ME16-58	ME16-58_HYPOSTRI_FW_V_v1_1811346U1	1811346U1	HYPOSTRI	FW	V	s1	ME16-58	ME16-58		ME16_58_HYPOSTR	Hypocrita_strigifera	Hypcrita	strigifera	blue
ME16-58	ME16-58_HYPOSTRI_FW_V_v2_1811346U1	1811346U1	HYPOSTRI	FW	V	s2	ME16-58	ME16-58		ME16_58_HYPOSTR	Hypocrita_strigifera	Hypcrita	strigifera	blue
ME16-58	ME16-58_HYPOSTRI_FW_V_v3_1811346U1	1811346U1	HYPOSTRI	FW	V	s3	ME16-58	ME16-58		ME16_58_HYPOSTR	Hypocrita_strigifera	Hypcrita	strigifera	blue
ME16-58	ME16-58_HYPOSTRI_FW_V_v4_1811346U1	1811346U1	HYPOSTRI	FW	V	s4	ME16-58	ME16-58		ME16_58_HYPOSTR	Hypocrita_strigifera	Hypcrita	strigifera	blue
ME16-58	ME16-58_HYPOSTRI_FW_V_v5_1811346U1	1811346U1	HYPOSTRI	FW	V	s5	ME16-58	ME16-58		ME16_58_HYPOSTR	Hypocrita_strigifera	Hypcrita	strigifera	blue
ME16-62	ME16-62_ITABPAND_FW_V_v1_1811346U1	1811346U1	ITABPAND	FW	V	s1	TR17-20	ME16-62		ME16_62_ITAPAND	Itaballia_pandosia	Itaballia	pandosia	eurimedia
ME16-62	ME16-62_ITABPAND_FW_V_v2_1811346U1	1811346U1	ITABPAND	FW	V	s2	TR17-20	ME16-62		ME16_62_ITAPAND	Itaballia_pandosia	Itaballia	pandosia	eurimedia
ME16-62	ME16-62_ITABPAND_FW_V_v3_1811346U1	1811346U1	ITABPAND	FW	V	s3	TR17-20	ME16-62		ME16_62_ITAPAND	Itaballia_pandosia	Itaballia	pandosia	eurimedia
ME16-62	ME16-62_ITABPAND_FW_V_v4_1811346U1	1811346U1	ITABPAND	FW	V	s4	TR17-20	ME16-62		ME16_62_ITAPAND	Itaballia_pandosia	Itaballia	pandosia	eurimedia
ME16-62	ME16-62_ITABPAND_FW_V_v5_1811346U1	1811346U1	ITABPAND	FW	V	s5	TR17-20	ME16-62		ME16_62_ITAPAND	Itaballia_pandosia	Itaballia	pandosia	eurimedia
ME16-63	ME16-63_NOTOTIRE_FW_V_v1_1811346U1	1811346U1	NOTOTIRE	FW	V	s1	ME16-63	ME16-63		ME16_63_NOTOTIR	Notophyson_tiresias	Notophyson	tiresias	confusa
ME16-63	ME16-63_NOTOTIRE_FW_V_v2_1811346U1	1811346U1	NOTOTIRE	FW	V	s2	ME16-63	ME16-63		ME16_63_NOTOTIR	Notophyson_tiresias	Notophyson	tiresias	confusa
ME16-63	ME16-63_NOTOTIRE_FW_V_v3_1811346U1	1811346U1	NOTOTIRE	FW	V	s3	ME16-63	ME16-63		ME16_63_NOTOTIR	Notophyson_tiresias	Notophyson	tiresias	confusa
ME16-63	ME16-63_NOTOTIRE_FW_V_v4_1811346U1	1811346U1	NOTOTIRE	FW	V	s4	ME16-63	ME16-63		ME16_63_NOTOTIR	Notophyson_tiresias	Notophyson	tiresias	confusa
ME16-63	ME16-63_NOTOTIRE_FW_V_v5_1811346U1	1811346U1	NOTOTIRE	FW	V	s5	ME16-63	ME16-63		ME16_63_NOTOTIR	Notophyson_tiresias	Notophyson	tiresias	confusa
ME16-67	ME16-67_HYALXXXX_FW_V_v1_1811346U1	1811346U1	HYALXXXX	FW	V	s1	ME16-67	ME16-67		ME16_67_HYALEGE	Hyalurga_egeon	Hyalurga	egeon	lerida
ME16-67	ME16-67_HYALXXXX_FW_V_v2_1811346U1	1811346U1	HYALXXXX	FW	V	s2	ME16-67	ME16-67		ME16_67_HYALEGE	Hyalurga_egeon	Hyalurga	egeon	lerida
ME16-67	ME16-67_HYALXXXX_FW_V_v3_1811346U1	1811346U1	HYALXXXX	FW	V	s3	ME16-67	ME16-67		ME16_67_HYALEGE	Hyalurga_egeon	Hyalurga	egeon	lerida
ME16-67	ME16-67_HYALXXXX_FW_V_v4_1811346U1	1811346U1	HYALXXXX	FW	V	s4	ME16-67	ME16-67		ME16_67_HYALEGE	Hyalurga_egeon	Hyalurga	egeon	lerida
ME16-67	ME16-67_HYALXXXX_FW_V_v5_1811346U1	1811346U1	HYALXXXX	FW	V	s5	ME16-67	ME16-67		ME16_67_HYALEGE	Hyalurga_egeon	Hyalurga	egeon	lerida
ME16-92	ME16-92_AGNOSIA_FW_V_v1_1811346U1	1811346U1	AGNOSIA	FW	V	s1	ME16-92	ME16-92		ME16_92_GEO4	Noctu_1		Noctu1	agnosia
ME16-92	ME16-92_AGNOSIA_FW_V_v2_1811346U1	1811346U1	AGNOSIA	FW	V	s2	ME16-92	ME16-92		ME16_92_GEO4	Noctu_1		Noctu1	agnosia
ME16-92	ME16-92_AGNOSIA_FW_V_v3_1811346U1	1811346U1	AGNOSIA	FW	V	s3	ME16-92	ME16-92		ME16_92_GEO4	Noctu_1		Noctu1	agnosia
ME16-92	ME16-92_AGNOSIA_FW_V_v4_1811346U1	1811346U1	AGNOSIA	FW	V	s4	ME16-92	ME16-92		ME16_92_GEO4	Noctu_1		Noctu1	agnosia
ME16-92	ME16-92_AGNOSIA_FW_V_v5_1811346U1	1811346U1	AGNOSIA	FW	V	s5	ME16-92	ME16-92		ME16_92_GEO4	Noctu_1		Noctu1	agnosia
MECN-133	MECN-133_BUTT1_FW_V_v1_1811346U1	1811346U1	BUTT1	FW	V	s1	MECN-133	MECN-133		MECN_133_BUT1	Riodin_1		Riodin1	banjana-m
MECN-133	MECN-133_BUTT1_FW_V_v2_1811346U1	1811346U1	BUTT1	FW	V	s2	MECN-133	MECN-133		MECN_133_BUT1	Riodin_1		Riodin1	banjana-m
MECN-133	MECN-133_BUTT1_FW_V_v3_1811346U1	1811346U1	BUTT1	FW	V	s3	MECN-133	MECN-133		MECN_133_BUT1	Riodin_1		Riodin1	banjana-m
MECN-133	MECN-133_BUTT1_FW_V_v4_1811346U1	1811346U1	BUTT1	FW	V	s4	MECN-133	MECN-133		MECN_133_BUT1	Riodin_1		Riodin1	banjana-m
MECN-133	MECN-133_BUTT1_FW_V_v5_1811346U1	1811346U1	BUTT1	FW	V	s5	MECN-133	MECN-133		MECN_133_BUT1	Riodin_1		Riodin1	banjana-m
MECN-140	MECN-140_PIER1_FW_V_v1_1811346U1	1811346U1	PIER1	FW	V	s1	TR17-21	MECN-140		MECN_140_PIER1	Pierid_1		Pier1	eurimedia
MECN-140	MECN-140_PIER1_FW_V_v2_1811346U1	1811346U1	PIER1	FW	V	s2	TR17-21	MECN-140		MECN_140_PIER1	Pierid_1		Pier1	eurimedia
MECN-140	MECN-140_PIER1_FW_V_v3_1811346U1	1811346U1	PIER1	FW	V	s3	TR17-21	MECN-140		MECN_140_PIER1	Pierid_1		Pier1	eurimedia
MECN-140	MECN-140_PIER1_FW_V_v4_1811346U1	1811346U1	PIER1	FW	V	s4	TR17-21	MECN-140		MECN_140_PIER1	Pierid_1		Pier1	eurimedia
MECN-140	MECN-140_PIER1_FW_V_v5_1811346U1	1811346U1	PIER1	FW	V	s5	TR17-21	MECN-140		MECN_140_PIER1	Pierid_1		Pier1	eurimedia
TR17-1	TR17-1_GEO11_FW_V_v1_1811346U1	1811346U1	GEO11	FW	V	s1	TR17-1	TR17-1		TR17_1_GEO11	Noctu_2		Noctu2	agnosia
TR17-1	TR17-1_GEO11_FW_V_v2_1811346U1	1811346U1	GEO11	FW	V	s2	TR17-1	TR17-1		TR17_1_GEO11	Noctu_2		Noctu2	agnosia
TR17-1	TR17-1_GEO11_FW_V_v3_1811346U1	1811346U1	GEO11	FW	V	s3	TR17-1	TR17-1		TR17_1_GEO11	Noctu_2		Noctu2	agnosia
TR17-1	TR17-1_GEO11_FW_V_v4_1811346U1	1811346U1	GEO11	FW	V	s4	TR17-1	TR17-1		TR17_1_GEO11	Noctu_2		Noctu2	agnosia
TR17-1	TR17-1_GEO11_FW_V_v5_1811346U1	1811346U1	GEO11	FW	V	s5	TR17-1	TR17-1		TR17_1_GEO11	Noctu_2		Noctu2	agnosia
