SpecimenID	SpectrumID	Spectro	SpeShort	Wing	Side	Veine	Repet	Family	Subfamily	Tribe	Genus	species	subspecies	CollectionDate	CollectionLocation	sex
20571	20571_NAPEINAC_FW_V_v4_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20571	20571_NAPEINAC_FW_V_v4_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20571	20571_NAPEINAC_FW_V_v4_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20571	20571_NAPEINAC_FW_V_v5_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20571	20571_NAPEINAC_FW_V_v5_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20571	20571_NAPEINAC_FW_V_v5_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20623	20623_CALLLENE_FW_V_v1_R01_1510133U1	1510133U1	CALLLENE	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v1_R02_1510133U1	1510133U1	CALLLENE	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v1_R03_1510133U1	1510133U1	CALLLENE	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v2_R01_1510133U1	1510133U1	CALLLENE	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v2_R02_1510133U1	1510133U1	CALLLENE	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v2_R03_1510133U1	1510133U1	CALLLENE	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v3_R01_1510133U1	1510133U1	CALLLENE	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v3_R02_1510133U1	1510133U1	CALLLENE	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v3_R03_1510133U1	1510133U1	CALLLENE	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v4_R01_1510133U1	1510133U1	CALLLENE	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v4_R02_1510133U1	1510133U1	CALLLENE	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v4_R03_1510133U1	1510133U1	CALLLENE	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v5_R01_1510133U1	1510133U1	CALLLENE	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v5_R02_1510133U1	1510133U1	CALLLENE	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20623	20623_CALLLENE_FW_V_v5_R03_1510133U1	1510133U1	CALLLENE	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20628	20628_NAPEINAC_FW_V_v1_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v1_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v1_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v2_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v2_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v2_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v3_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v3_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v3_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v4_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v4_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v4_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v5_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v5_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20628	20628_NAPEINAC_FW_V_v5_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia	pozziana			f
20633	20633_OLERONEG_FW_V_v1_R01_1510133U1	1510133U1	OLERONEG	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Oleria	onega				f
20633	20633_OLERONEG_FW_V_v2_R01_1510133U1	1510133U1	OLERONEG	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Oleria	onega				f
20633	20633_OLERONEG_FW_V_v3_R01_1510133U1	1510133U1	OLERONEG	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Oleria	onega				f
20633	20633_OLERONEG_FW_V_v4_R01_1510133U1	1510133U1	OLERONEG	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Oleria	onega				f
20633	20633_OLERONEG_FW_V_v5_R01_1510133U1	1510133U1	OLERONEG	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Oleria	onega				f
20649	20649_CALLLENE_FW_V_v1_R01_1510133U1	1510133U1	CALLLENE	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v1_R02_1510133U1	1510133U1	CALLLENE	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v1_R03_1510133U1	1510133U1	CALLLENE	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v2_R01_1510133U1	1510133U1	CALLLENE	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v2_R02_1510133U1	1510133U1	CALLLENE	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v2_R03_1510133U1	1510133U1	CALLLENE	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v3_R01_1510133U1	1510133U1	CALLLENE	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v3_R02_1510133U1	1510133U1	CALLLENE	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v3_R03_1510133U1	1510133U1	CALLLENE	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v4_R01_1510133U1	1510133U1	CALLLENE	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v4_R02_1510133U1	1510133U1	CALLLENE	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v4_R03_1510133U1	1510133U1	CALLLENE	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v5_R01_1510133U1	1510133U1	CALLLENE	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v5_R02_1510133U1	1510133U1	CALLLENE	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20649	20649_CALLLENE_FW_V_v5_R03_1510133U1	1510133U1	CALLLENE	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Callithomia	lenea		NA	NA	NA
20731	20731_METHCURV_FW_V_v1_R01_1510133U1	1510133U1	METHCURV	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v1_R02_1510133U1	1510133U1	METHCURV	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v1_R03_1510133U1	1510133U1	METHCURV	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v2_R01_1510133U1	1510133U1	METHCURV	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v2_R02_1510133U1	1510133U1	METHCURV	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v2_R03_1510133U1	1510133U1	METHCURV	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v3_R01_1510133U1	1510133U1	METHCURV	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v3_R02_1510133U1	1510133U1	METHCURV	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v3_R03_1510133U1	1510133U1	METHCURV	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v4_R01_1510133U1	1510133U1	METHCURV	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v4_R02_1510133U1	1510133U1	METHCURV	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v4_R03_1510133U1	1510133U1	METHCURV	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v5_R01_1510133U1	1510133U1	METHCURV	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v5_R02_1510133U1	1510133U1	METHCURV	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20731	20731_METHCURV_FW_V_v5_R03_1510133U1	1510133U1	METHCURV	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20773	20773_ITHOAGNO_FW_V_v1_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v1_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v1_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v2_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v2_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v2_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v3_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v3_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v3_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v4_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v4_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v4_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v5_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v5_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20773	20773_ITHOAGNO_FW_V_v5_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		2005		f
20778	20778_HETENEPH_FW_V_v1_R01_1510133U1	1510133U1	HETENEPH	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
20778	20778_HETENEPH_FW_V_v2_R01_1510133U1	1510133U1	HETENEPH	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
20778	20778_HETENEPH_FW_V_v3_R01_1510133U1	1510133U1	HETENEPH	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
20778	20778_HETENEPH_FW_V_v5_R01_1510133U1	1510133U1	HETENEPH	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
20788	20788_METHCURV_FW_V_v1_R01_1510133U1	1510133U1	METHCURV	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v1_R02_1510133U1	1510133U1	METHCURV	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v1_R03_1510133U1	1510133U1	METHCURV	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v2_R01_1510133U1	1510133U1	METHCURV	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v2_R02_1510133U1	1510133U1	METHCURV	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v2_R03_1510133U1	1510133U1	METHCURV	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v3_R01_1510133U1	1510133U1	METHCURV	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v3_R03_1510133U1	1510133U1	METHCURV	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v4_R01_1510133U1	1510133U1	METHCURV	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v4_R02_1510133U1	1510133U1	METHCURV	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v4_R03_1510133U1	1510133U1	METHCURV	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v5_R01_1510133U1	1510133U1	METHCURV	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v5_R02_1510133U1	1510133U1	METHCURV	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
20788	20788_METHCURV_FW_V_v5_R03_1510133U1	1510133U1	METHCURV	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Methona	curvifascia		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v1_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v1	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v1_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v1	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v1_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v1	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v2_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v2	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v2_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v2	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v2_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v2	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v3_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v3	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v3_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v3	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v3_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v3	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v4_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v4	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v4_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v4	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v4_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v4	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v5_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v5	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v5_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v5	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-001	CollMNHN-001_ITHOFLOR_FW_V_v5_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v5	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v1_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v1	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v1_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v1	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v1_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v1	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v2_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v2	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v2_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v2	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v2_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v2	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v3_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v3	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v3_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v3	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v3_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v3	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v4_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v4	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v4_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v4	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v4_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v4	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v5_R01_1510133U1	1510133U1	ITHOFLOR	FW	V	v5	R01	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v5_R02_1510133U1	1510133U1	ITHOFLOR	FW	V	v5	R02	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-002	CollMNHN-002_ITHOFLOR_FW_V_v5_R03_1510133U1	1510133U1	ITHOFLOR	FW	V	v5	R03	Riodinidae	Riodininae	Eurybiini	Ithomiola	floralis		NA	NA	NA
CollMNHN-003	CollMNHN-003_STALEUTE_FW_V_v1_R01_1510133U1	1510133U1	STALEUTE	FW	V	v1	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-003	CollMNHN-003_STALEUTE_FW_V_v2_R01_1510133U1	1510133U1	STALEUTE	FW	V	v2	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-003	CollMNHN-003_STALEUTE_FW_V_v3_R01_1510133U1	1510133U1	STALEUTE	FW	V	v3	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-003	CollMNHN-003_STALEUTE_FW_V_v4_R01_1510133U1	1510133U1	STALEUTE	FW	V	v4	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-003	CollMNHN-003_STALEUTE_FW_V_v5_R01_1510133U1	1510133U1	STALEUTE	FW	V	v5	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-004	CollMNHN-004_STALEUTE_FW_V_v1_R01_1510133U1	1510133U1	STALEUTE	FW	V	v1	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-004	CollMNHN-004_STALEUTE_FW_V_v2_R01_1510133U1	1510133U1	STALEUTE	FW	V	v2	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-004	CollMNHN-004_STALEUTE_FW_V_v3_R01_1510133U1	1510133U1	STALEUTE	FW	V	v3	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-004	CollMNHN-004_STALEUTE_FW_V_v4_R01_1510133U1	1510133U1	STALEUTE	FW	V	v4	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
CollMNHN-004	CollMNHN-004_STALEUTE_FW_V_v5_R01_1510133U1	1510133U1	STALEUTE	FW	V	v5	R01	Riodinidae	Riodininae	Nymphidiini	Stalachtis	euterpe				NA
