SpecimenID	SpectrumID	Spectro	SpeShort	Wing	Side	Veine	Repet	Family	Subfamily	Tribe	Genus	species	subspecies	CollectionDate	CollectionLocation	sex
CP17-1	CP17-1_ITHOAGNO_FW_V_v1_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v1_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v1_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v2_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v2_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v2_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v3_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v3_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v3_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v4_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v4_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v4_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v5_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v5_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-1	CP17-1_ITHOAGNO_FW_V_v5_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v1_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v1_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v1_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v2_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v2_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v2_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v3_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v3_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v3_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v4_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v4_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v4_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v5_R01_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v5_R02_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-2	CP17-2_ITHOAGNO_FW_V_v5_R03_1811346U1	1811346U1	ITHOAGNO	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Ithomia	agnosia		04/08/2016	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v1_R01_1811346U1	1811346U1	PSEUTIMN	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v1_R02_1811346U1	1811346U1	PSEUTIMN	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v1_R03_1811346U1	1811346U1	PSEUTIMN	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v2_R01_1811346U1	1811346U1	PSEUTIMN	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v2_R02_1811346U1	1811346U1	PSEUTIMN	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v2_R03_1811346U1	1811346U1	PSEUTIMN	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v3_R01_1811346U1	1811346U1	PSEUTIMN	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v3_R02_1811346U1	1811346U1	PSEUTIMN	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v3_R03_1811346U1	1811346U1	PSEUTIMN	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v4_R01_1811346U1	1811346U1	PSEUTIMN	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v4_R02_1811346U1	1811346U1	PSEUTIMN	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v4_R03_1811346U1	1811346U1	PSEUTIMN	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v5_R01_1811346U1	1811346U1	PSEUTIMN	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v5_R02_1811346U1	1811346U1	PSEUTIMN	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP17-7	CP17-7_PSEUTIMN_FW_V_v5_R03_1811346U1	1811346U1	PSEUTIMN	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Pseudoscada	timna		27/07/2017	Moyobamba	f
CP18-104	CP18-104_NAPEINAC_FW_V_v1_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v1_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v1	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v1_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v1	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v2_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v2_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v2	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v2_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v2	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v3_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v3_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v3	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v3_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v3	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v4_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v4_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v4_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v4	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v5_R01_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v5_R02_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R02	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP18-104	CP18-104_NAPEINAC_FW_V_v5_R03_1811346U1	1811346U1	NAPEINAC	FW	V	v5	R03	Nymphalidae	Danainae	Ithomiini	Napeogenes	inachia		31/07/2016	PB km 7.5 Pongo	f
CP20-0100	CP20-0100_LYCOILIO_FW_V_v1_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v1	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v1_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v1	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v1_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v1	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v2_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v2	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v2_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v2	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v2_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v2	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v3_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v3	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v3_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v3	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v3_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v3	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v4_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v4	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v4_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v4	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v4_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v4	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v5_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v5	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v5_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v5	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CP20-0100	CP20-0100_LYCOILIO_FW_V_v5_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v5	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v1_R01_1510133U1	1510133U1	PATIORIS	FW	V	v1	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v1_R02_1510133U1	1510133U1	PATIORIS	FW	V	v1	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v1_R03_1510133U1	1510133U1	PATIORIS	FW	V	v1	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v2_R01_1510133U1	1510133U1	PATIORIS	FW	V	v2	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v2_R02_1510133U1	1510133U1	PATIORIS	FW	V	v2	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v2_R03_1510133U1	1510133U1	PATIORIS	FW	V	v2	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v3_R01_1510133U1	1510133U1	PATIORIS	FW	V	v3	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v3_R02_1510133U1	1510133U1	PATIORIS	FW	V	v3	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v3_R03_1510133U1	1510133U1	PATIORIS	FW	V	v3	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v4_R01_1510133U1	1510133U1	PATIORIS	FW	V	v4	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v4_R02_1510133U1	1510133U1	PATIORIS	FW	V	v4	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v4_R03_1510133U1	1510133U1	PATIORIS	FW	V	v4	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v5_R01_1510133U1	1510133U1	PATIORIS	FW	V	v5	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v5_R02_1510133U1	1510133U1	PATIORIS	FW	V	v5	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
CPN17-04	CPN17-04_PATIORIS_FW_V_v5_R03_1510133U1	1510133U1	PATIORIS	FW	V	v5	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
GL07-179	GL07-179_HETENEPH_FW_V_v1_R01_1510133U1	1510133U1	HETENEPH	FW	V	v1	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
GL07-179	GL07-179_HETENEPH_FW_V_v2_R01_1510133U1	1510133U1	HETENEPH	FW	V	v2	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
GL07-179	GL07-179_HETENEPH_FW_V_v3_R01_1510133U1	1510133U1	HETENEPH	FW	V	v3	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
GL07-179	GL07-179_HETENEPH_FW_V_v4_R01_1510133U1	1510133U1	HETENEPH	FW	V	v4	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
GL07-179	GL07-179_HETENEPH_FW_V_v5_R01_1510133U1	1510133U1	HETENEPH	FW	V	v5	R01	Nymphalidae	Danainae	Ithomiini	Heterosais	nephele				f
LS11-1414	LS11-1414_PATIORIS_FW_V_v1_R01_1510133U1	1510133U1	PATIORIS	FW	V	v1	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v1_R02_1510133U1	1510133U1	PATIORIS	FW	V	v1	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v1_R03_1510133U1	1510133U1	PATIORIS	FW	V	v1	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v2_R01_1510133U1	1510133U1	PATIORIS	FW	V	v2	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v2_R02_1510133U1	1510133U1	PATIORIS	FW	V	v2	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v2_R03_1510133U1	1510133U1	PATIORIS	FW	V	v2	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v3_R01_1510133U1	1510133U1	PATIORIS	FW	V	v3	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v3_R02_1510133U1	1510133U1	PATIORIS	FW	V	v3	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v3_R03_1510133U1	1510133U1	PATIORIS	FW	V	v3	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v4_R01_1510133U1	1510133U1	PATIORIS	FW	V	v4	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v4_R02_1510133U1	1510133U1	PATIORIS	FW	V	v4	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v4_R03_1510133U1	1510133U1	PATIORIS	FW	V	v4	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v5_R01_1510133U1	1510133U1	PATIORIS	FW	V	v5	R01	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v5_R02_1510133U1	1510133U1	PATIORIS	FW	V	v5	R02	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1414	LS11-1414_PATIORIS_FW_V_v5_R03_1510133U1	1510133U1	PATIORIS	FW	V	v5	R03	Pieridae	Dismorphiinae		Patia	orise		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v1_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v1	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v1_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v1	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v1_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v1	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v2_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v2	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v2_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v2	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v2_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v2	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v3_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v3	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v3_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v3	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v3_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v3	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v4_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v4	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v4_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v4	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v4_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v4	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v5_R01_1510133U1	1510133U1	LYCOILIO	FW	V	v5	R01	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v5_R02_1510133U1	1510133U1	LYCOILIO	FW	V	v5	R02	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1860	LS11-1860_LYCOILIO_FW_V_v5_R03_1510133U1	1510133U1	LYCOILIO	FW	V	v5	R03	Nymphalidae	Danainae	Danaini	Lycorea	ilione		NA	NA	NA
LS11-1979	LS11-1979_VILAEMIL_FW_V_v1_R01_1510133U1	1510133U1	VILAEMIL	FW	V	v1	R01	Nymphalidae	Biblidinae	Biblidini	Vila	emilia				NA
LS11-1979	LS11-1979_VILAEMIL_FW_V_v2_R01_1510133U1	1510133U1	VILAEMIL	FW	V	v2	R01	Nymphalidae	Biblidinae	Biblidini	Vila	emilia				NA
LS11-1979	LS11-1979_VILAEMIL_FW_V_v3_R01_1510133U1	1510133U1	VILAEMIL	FW	V	v3	R01	Nymphalidae	Biblidinae	Biblidini	Vila	emilia				NA
LS11-1979	LS11-1979_VILAEMIL_FW_V_v4_R01_1510133U1	1510133U1	VILAEMIL	FW	V	v4	R01	Nymphalidae	Biblidinae	Biblidini	Vila	emilia				NA
LS11-1979	LS11-1979_VILAEMIL_FW_V_v5_R01_1510133U1	1510133U1	VILAEMIL	FW	V	v5	R01	Nymphalidae	Biblidinae	Biblidini	Vila	emilia				NA
LS11-2399	LS11-2399_MOSCPINT_FW_V_v1_R01_1510133U1	1510133U1	MOSCPINT	FW	V	v1	R01	Pieridae	Dismorphiinae		Moschoneura	pinthous				NA
LS11-2399	LS11-2399_MOSCPINT_FW_V_v2_R01_1510133U1	1510133U1	MOSCPINT	FW	V	v2	R01	Pieridae	Dismorphiinae		Moschoneura	pinthous				NA
LS11-2399	LS11-2399_MOSCPINT_FW_V_v3_R01_1510133U1	1510133U1	MOSCPINT	FW	V	v3	R01	Pieridae	Dismorphiinae		Moschoneura	pinthous				NA
LS11-2399	LS11-2399_MOSCPINT_FW_V_v4_R01_1510133U1	1510133U1	MOSCPINT	FW	V	v4	R01	Pieridae	Dismorphiinae		Moschoneura	pinthous				NA
